gene1_name,gene2_name,cell_line,label
KIT,TYMS,A549,0
AURKC,PLK4,A549,0
APC,HSP90AA1,A549,1
GOT1,HK2,A549,0
BAX,BBC3,A549,0
ENO3,PFKP,A549,0
CDKN2A,VEGFA,A549,0
ATP1A1,ATP1A2,A549,0
PDHA2,PGK1,A549,0
HK3,PDHB,A549,0
KDM6A,KMT2D,A549,0
KCNN1,KCNN3,A549,0
ME2,PGK1,A549,0
PGAM2,PKLR,A549,0
DHFR,HDAC1,A549,0
BCL2L1,UBC,A549,0
ENO2,FBP1,A549,0
ACACA,ACACB,A549,0
MDH2,RPIA,A549,0
CDKN2A,HSP90AA1,A549,0
BRCA2,VEGFA,A549,0
HDAC1,KMT2D,A549,0
CDH1,CDK9,A549,0
HDAC1,PARP1,A549,0
GAPDH,LDHAL6B,A549,0
MDH1,PGAM1,A549,0
KMT2D,ROR1,A549,0
POLR2B,POLR3B,A549,0
EGFR,SMO,A549,0
PDGFRA,TYMS,A549,0
AKT1,BRCA2,A549,0
GAPDHS,H6PD,A549,0
HSP90AA1,MAP2K1,A549,0
DLAT,PDHA1,A549,0
DHFR,PBRM1,A549,0
CASP8,PIK3CA,A549,0
DLAT,RPIA,A549,0
BTK,CASP8,A549,0
PGAM2,PGAM4,A549,0
ADA,AKT1,A549,0
APC,BRD4,A549,0
APC,SRC,A549,0
TUBB,TUBB8,A549,0
BCL2A1,WEE1,A549,0
MET,TYMS,A549,0
CDK4,MTOR,A549,0
HMGCS1,HMGCS2,A549,0
HSP90AA1,MLH1,A549,0
GOT2,PGAM1,A549,0
SYK,ZAP70,A549,0
BRCA2,IGF1R,A549,0
PIK3R1,VHL,A549,0
BRCA2,FNTA,A549,0
SETD2,WEE1,A549,0
ERBB2,VHL,A549,0
MAP3K1,SMO,A549,0
LDHB,RPE,A549,0
BAD,BBC3,A549,0
BRD4,EGFR,A549,0
BCL2L1,HSP90AA1,A549,0
CSNK1G1,CSNK1G3,A549,0
TUBB,TUBB2A,A549,0
MDH1,PKLR,A549,0
CDKN2A,HDAC1,A549,0
GALNS,STS,A549,0
CDKN2A,GATA3,A549,0
SMO,TYMS,A549,0
BTK,JAK2,A549,1
BRAF,SMARCA4,A549,0
FGFR2,TSC1,A549,0
SETD2,SRC,A549,0
ATM,JAK2,A549,0
CHEK2,PDGFRA,A549,0
BRCA2,FGFR2,A549,0
KMT2D,RUNX1,A549,0
ADAM12,ADAM28,A549,0
RUNX1,SMO,A549,0
APC,SETD2,A549,0
ERBB2,RPS6KB1,A549,0
ERBB2,MAP2K1,A549,0
ARID2,FGFR3,A549,1
G6PD,PFKL,A549,0
BRCA2,CDKN2A,A549,0
PDGFRA,SMAD4,A549,0
PARP1,VHL,A549,0
DHFR,TSC1,A549,0
MTOR,NF1,A549,0
IGF1R,PDGFRA,A549,0
BRCA2,HDAC6,A549,0
PDHA2,RPIA,A549,0
CDH1,MSH6,A549,0
BRCA2,CDH1,A549,0
DLD,PGAM1,A549,0
PDGFRA,RB1,A549,0
MAP2K1,MAPK3,A549,0
DHFR,SMARCA4,A549,0
PDGFRA,RPS6KB1,A549,0
FLT3,MAP3K1,A549,1
HSP90AA1,MTOR,A549,0
AKT1,PARP1,A549,0
BRCA1,MAPK1,A549,0
EGFR,SMAD4,A549,0
GOT2,PGK2,A549,0
ALDOC,PDHB,A549,0
ALDOC,FBP2,A549,0
CHEK2,RPS6KB1,A549,0
PIK3R1,SMARCA4,A549,0
BAK1,BMF,A549,0
BRAF,BTK,A549,0
ABL1,BRD4,A549,0
CHEK1,SMAD4,A549,0
PTEN,TP53,A549,0
MSH6,SETD2,A549,0
CHEK2,NF1,A549,0
JAK2,ROR1,A549,0
ENO3,PDHB,A549,0
ME1,ME3,A549,0
MTOR,RRM2,A549,1
GAPDH,HK3,A549,0
TALDO1,TKT,A549,0
IGF1R,PBRM1,A549,0
IGF1R,PTEN,A549,0
ARID2,ATM,A549,1
GOT1,PGK2,A549,0
ATP1A1,ATP1A3,A549,0
BRCA1,MTOR,A549,0
SLK,STK24,A549,0
CDH1,CDK6,A549,0
ABL1,PRKDC,A549,0
GATA3,KDM6A,A549,0
ARID1A,CHEK2,A549,0
PDHA2,PDHX,A549,0
GOT1,PKLR,A549,0
ARID1A,FNTA,A549,0
SETD2,SMARCB1,A549,0
CDH1,FNTA,A549,0
ENO3,GOT2,A549,0
CDH1,HSP90AA1,A549,0
GATA3,NF1,A549,0
EGFR,RPS6KB1,A549,0
CDH1,CDKN2A,A549,0
FLT3,PIK3R1,A549,0
ATM,PIK3CA,A549,0
CHEK1,PRKDC,A549,0
G6PD,PDHX,A549,0
BRD4,PIK3CA,A549,0
AKT1,MAP2K1,A549,0
FGFR3,SMARCA4,A549,1
PGAM1,RPIA,A549,0
ALK,FLT3,A549,0
PDHA1,RPIA,A549,0
TUBB,TUBB4B,A549,0
ALDOA,ENO3,A549,0
MAP2K1,SRC,A549,0
CASP8,TYMS,A549,0
RUNX1,SRC,A549,0
HDAC6,WEE1,A549,0
AKT2,MAPK1,A549,0
MAP3K1,SMARCA4,A549,1
PBRM1,TP53,A549,0
AKT2,SGK1,A549,0
DHFR,SETD2,A549,0
ERBB2,IGF1R,A549,0
CDK6,TSC1,A549,0
ENO1,RPE,A549,0
ADA,KDM6A,A549,0
CDH1,SETD2,A549,0
BRCA1,HSP90AA1,A549,0
ADA,TYMS,A549,0
ENO2,TALDO1,A549,0
IGF1R,MAP2K1,A549,0
CDH1,PARP1,A549,0
ARF4,ARF5,A549,0
ALK,MET,A549,0
ARID1A,KDM6A,A549,0
ENO1,PGAM2,A549,0
CDKN2A,CHEK2,A549,0
PDHX,PGAM2,A549,0
TRAF1,TRAF5,A549,0
AKT1,SMAD4,A549,1
G6PD,PFKP,A549,0
MAP2K1,MAP2K2,A549,0
JAK2,KIT,A549,0
ALDOB,PGK2,A549,0
BBC3,BMF,A549,0
AKT2,PARP1,A549,0
ME1,PDHA2,A549,0
ALDOA,PFKL,A549,0
BRAF,CDH1,A549,0
PRMT6,PRMT8,A549,0
BRAF,FNTA,A549,0
MTOR,SRC,A549,1
BCL2,WEE1,A549,0
BTK,TSC1,A549,0
BRCA2,VHL,A549,0
ERBB2,SRC,A549,0
GATA3,RB1,A549,0
BOK,HRK,A549,0
CHEK2,FGFR2,A549,0
GATA3,SMO,A549,0
PGAM2,TPI1,A549,0
LDHAL6B,TALDO1,A549,0
TRIM22,TRIM38,A549,0
BRCA1,MAP2K2,A549,0
BAD,BOK,A549,0
CDKN1B,MLH1,A549,0
CDK6,FGFR3,A549,0
GAPDH,RPE,A549,0
PIK3CA,SRC,A549,0
VHL,WEE1,A549,0
PDHX,PFKL,A549,0
ME1,PDHA1,A549,0
ABL1,ATM,A549,0
ARID1A,CDKN2A,A549,0
BRAF,CHEK1,A549,0
UBE2D1,UBE2L3,A549,0
ABL1,MTOR,A549,0
KDM6A,MAP2K1,A549,0
MLH1,TSC1,A549,0
CDH1,DHFR,A549,0
BCL2L10,UBB,A549,0
PDHA1,RPE,A549,0
ABL1,CDK9,A549,0
EGFR,VEGFA,A549,0
SRC,VHL,A549,0
LDHA,PFKM,A549,0
BAX,BMF,A549,0
PDHA2,PKLR,A549,0
RPS6KB1,RPS6KB2,A549,0
RRM2,TP53,A549,0
CDKN1B,MET,A549,0
ARID1A,PTEN,A549,0
MDH2,TALDO1,A549,0
PARP1,PIK3R1,A549,0
CDKN2A,ROR1,A549,0
GATA3,KMT2D,A549,0
FNTA,PARP1,A549,0
CDK6,FNTA,A549,0
ENO1,PKLR,A549,0
PARP1,UBC,A549,0
PARP2,WEE1,A549,0
MAP2K1,ROR1,A549,0
PARP1,PRKDC,A549,0
ARID2,FGFR2,A549,1
BRAF,SMARCB1,A549,0
ARID2,SMARCB1,A549,1
CDK6,CHEK1,A549,0
APC,EGFR,A549,1
G6PD,PDHA1,A549,0
BRCA2,TYMS,A549,0
CDKN1B,RRM2,A549,0
AKT1,BRAF,A549,0
HK3,PDHX,A549,0
FGFR2,IGF1R,A549,0
FBP2,PDHX,A549,0
MDH2,PKM,A549,0
EGFR,HDAC6,A549,0
CALM2,TNNC1,A549,0
F13A1,TGM2,A549,0
ELOVL2,ELOVL5,A549,0
PGK1,PGLS,A549,0
BRCA2,MAPK3,A549,0
KDM6A,MSH6,A549,0
ADA,APC,A549,1
BRD4,SMAD4,A549,0
ALDOB,PDHA2,A549,0
GATA3,TP53,A549,0
PARP1,PBRM1,A549,0
CDK9,PTEN,A549,0
LDHC,PFKP,A549,0
WNK1,WNK2,A549,0
PFKM,PKM,A549,0
DAPK2,DAPK3,A549,0
ATM,CHEK1,A549,0
ARID1A,FGFR3,A549,0
RPS6KB1,SMO,A549,0
CDK9,HDAC1,A549,0
BCL2,ROR1,A549,0
CDK3,CDK4,A549,0
FGFR2,VEGFA,A549,0
BTK,CDK6,A549,0
HK2,ME1,A549,0
RFFL,RNF34,A549,0
PFKP,RPIA,A549,0
TRIM17,TRIM6,A549,0
BTK,CDK9,A549,0
FGFR2,FLT3,A549,0
RPS6KB1,RRM2,A549,0
JAK2,MAP2K1,A549,0
CALM2,CALM3,A549,0
MDH2,PKLR,A549,0
MAP2K1,RB1,A549,0
KCNA7,KCNC1,A549,0
PGAM1,RPE,A549,0
HDAC1,ROR1,A549,0
BRAF,MTOR,A549,0
H6PD,TKT,A549,0
FNTA,MET,A549,0
MAPK1,UBB,A549,0
KCNN2,KCNN3,A549,0
ATM,PARP1,A549,0
DHFR,PIK3CA,A549,0
CDK6,CDKN2A,A549,0
PDHA1,PDHB,A549,0
MDH1,PDHA1,A549,0
HDAC1,SMO,A549,0
EGFR,JAK2,A549,0
ARID1A,SMO,A549,0
ME1,PFKL,A549,0
JAK2,RB1,A549,0
ATP12A,ATP1A2,A549,0
MSH6,RRM2,A549,0
BRCA1,CHEK2,A549,0
HK2,LDHA,A549,0
HK3,PFKP,A549,0
GAPDHS,RPIA,A549,0
BRCA1,WEE1,A549,0
BCL2A1,MAP2K1,A549,0
ARID1A,GATA3,A549,0
G6PD,PGAM2,A549,0
TRIM17,TRIM38,A549,0
PARP1,TYMS,A549,0
CDKN2A,PRKDC,A549,0
BCL2L12,BNIP3L,A549,0
RPS6KB1,SMARCB1,A549,0
ENO1,PGLS,A549,0
DLAT,PFKL,A549,0
LPIN2,LPIN3,A549,0
FNTA,HDAC6,A549,0
KCNG3,KCNV1,A549,0
AKT2,RPS6KB1,A549,0
ALDOA,ENO1,A549,0
IGF1R,VHL,A549,0
CDH1,ERBB2,A549,0
ATM,CDKN2A,A549,0
ERBB2,PBRM1,A549,1
GSPT2,HBS1L,A549,0
ALDOA,HK1,A549,0
BRCA2,SMAD4,A549,0
MDH2,ME2,A549,0
MET,RUNX1,A549,0
ABL1,CHEK2,A549,0
BRD4,VHL,A549,0
G6PD,MDH1,A549,0
PHC1,PHC2,A549,0
BAX,BNIP3L,A549,0
BCL2,BCL2L2,A549,0
MDH1,MDH2,A549,0
UBE2L3,UBE2L6,A549,0
TSC1,VHL,A549,0
PACSIN2,PACSIN3,A549,0
RPS6KB2,SGK1,A549,0
BCL2A1,PARP2,A549,0
PRKDC,SMO,A549,0
SMARCB1,VEGFA,A549,0
ADA,GATA3,A549,0
JAK2,KDM6A,A549,0
ENO1,HK1,A549,0
BRD4,FNTA,A549,0
ABL1,MAP3K1,A549,0
TRIM21,TRIM22,A549,0
KCNB1,KCNF1,A549,0
LDHAL6B,PDHB,A549,0
NF1,RB1,A549,0
CDK9,FGFR2,A549,0
ENO1,PGK1,A549,0
PFKM,RPIA,A549,0
BCL2,CASP8,A549,0
GOT2,PGK1,A549,0
CHEK1,PARP2,A549,0
RNASE2,RNASE3,A549,0
ENO1,H6PD,A549,0
ALK,RPS6KB1,A549,0
CARD16,CARD18,A549,0
ADA,SMARCA4,A549,0
HSP90AA1,MET,A549,0
CDK6,KIT,A549,0
BCL2A1,MAPK1,A549,0
CDH1,GATA3,A549,0
SMO,VEGFA,A549,0
PDHB,PKLR,A549,0
ENO2,ENO3,A549,0
TUBB,TUBB2B,A549,0
DLD,TPI1,A549,0
KMT2D,TP53,A549,0
MDH1,PGK2,A549,0
ENO3,PFKM,A549,0
BCL2,BCL2L1,A549,0
KCNG4,KCNS1,A549,0
MAP2K1,SMARCB1,A549,0
ATP6V1C1,ATP6V1C2,A549,0
ENO3,PKM,A549,0
FBP2,TKT,A549,0
CASP8,FLT3,A549,0
LDHA,MDH2,A549,0
MAPK1,MAPK3,A549,0
KCNS1,KCNV1,A549,0
PACSIN1,PACSIN2,A549,0
GOT2,PDHX,A549,0
FLT3,RUNX1,A549,0
ATM,MAP2K1,A549,0
STRN,STRN4,A549,0
COPG1,COPG2,A549,0
BRCA2,KMT2D,A549,0
PGK2,PGLS,A549,0
BRD4,MSH6,A549,0
KCNG1,KCNG3,A549,0
PGAM1,PGK1,A549,0
FNTA,GATA3,A549,0
PDHA1,PGK1,A549,0
FGFR3,HSP90AA1,A549,0
ME1,PGAM1,A549,0
PDHA1,TALDO1,A549,0
BCL2L10,BRCA2,A549,0
RPS6KB1,TSC1,A549,0
G6PD,TKT,A549,0
ARID1A,ERBB2,A549,1
BCL2L12,BIK,A549,0
PRKDC,WEE1,A549,1
BBC3,BCL2L11,A549,0
PARP1,PTEN,A549,0
RIOK1,RIOK3,A549,0
PFKP,RPE,A549,0
FNTA,PDGFRA,A549,0
ATM,KDM6A,A549,0
LDHAL6B,LDHB,A549,0
ALDOA,PDHB,A549,0
SEPHS1,SEPHS2,A549,0
EGFR,WEE1,A549,0
BTK,CDKN1B,A549,0
CHEK1,RB1,A549,0
BCL2,CHEK1,A549,0
PRKDC,RUNX1,A549,0
CDK9,RRM2,A549,0
MSH6,PTEN,A549,0
LDHAL6B,PGAM1,A549,0
CDKN1B,PDGFRA,A549,0
AKT1,CHEK2,A549,0
NF1,RPS6KB1,A549,0
BCL2L1,MTOR,A549,0
FGFR2,SMAD4,A549,0
ATM,RB1,A549,0
ARID2,PBRM1,A549,0
H6PD,PDHA2,A549,0
KCNB1,KCNG1,A549,0
HK2,LDHC,A549,0
AKT1,MSH6,A549,0
CASP3,CASP9,A549,0
GPT,GPT2,A549,0
BCL2L1,MAPK1,A549,0
ENO3,GOT1,A549,0
HK1,PGLS,A549,0
MAP2K1,SMARCA4,A549,0
CDK4,SMARCB1,A549,0
CDK9,MLH1,A549,0
FBP2,LDHA,A549,0
LDHA,PKLR,A549,0
ALDOB,GOT2,A549,0
ENO1,PGD,A549,0
CHEK1,NF1,A549,0
APC,MTOR,A549,0
NME5,NME6,A549,0
CDKN2A,RUNX1,A549,0
PARP1,UBB,A549,0
ALDOA,GAPDH,A549,0
GATA3,MET,A549,0
HK1,LDHAL6B,A549,0
CASP8,FGFR3,A549,0
CDK9,FGFR3,A549,0
ARID1A,DHFR,A549,0
H6PD,PDHB,A549,0
FNTA,PTEN,A549,0
ME2,TALDO1,A549,0
BCL2,BTK,A549,0
ATM,SMARCB1,A549,0
CDKN1B,ERBB2,A549,0
RRM2,VHL,A549,0
CASP8,MAP2K1,A549,0
KMT2D,VEGFA,A549,0
LDHA,PDHX,A549,0
LDHB,PGLS,A549,0
HSP90AA1,PDGFRA,A549,0
KCNG1,KCNS3,A549,0
KCNG1,KCNG4,A549,0
FNTA,MTOR,A549,0
BCL2L14,BMF,A549,0
GK,GK2,A549,0
MAP2K1,MAP3K1,A549,0
CDKN2A,JAK2,A549,0
ROR1,TYMS,A549,0
BCL2,DHFR,A549,0
GZMA,GZMB,A549,0
BRD4,ROR1,A549,0
FLT3,SMO,A549,0
PDHA2,TALDO1,A549,0
PIK3R1,RPS6KB1,A549,0
MDH2,TPI1,A549,0
KIT,PTEN,A549,0
IGF1R,MET,A549,0
HDAC1,IGF1R,A549,0
LDHAL6B,TPI1,A549,0
BCL2,PDGFRA,A549,0
FNTA,VEGFA,A549,0
BRAF,BRD4,A549,0
CHEK1,MAP3K1,A549,1
KSR1,KSR2,A549,0
LDHC,PDHA2,A549,0
HDAC6,IGF1R,A549,0
FLT3,MLH1,A549,0
MSH6,TYMS,A549,0
AKT1,MAPK1,A549,0
FGFR3,SMARCB1,A549,0
BRAF,TP53,A549,0
CLTC,CLTCL1,A549,0
BRD4,IGF1R,A549,0
BMF,BNIP3L,A549,0
PFKP,PGAM2,A549,0
BRD4,PTEN,A549,0
APOBEC3D,APOBEC3F,A549,0
FBP1,PGD,A549,0
ADA,RPS6KB1,A549,0
KDM6A,PDGFRA,A549,0
DLD,PGLS,A549,0
PKLR,RPIA,A549,0
PGD,TPI1,A549,0
FGFR2,WEE1,A549,0
ARSA,STS,A549,0
JAK2,SMARCA4,A549,0
PDHA2,PGD,A549,0
BCL2,MAP2K2,A549,0
ARID2,RPS6KB1,A549,0
ATM,BRD4,A549,0
BAD,BAK1,A549,0
GOT1,PGK1,A549,0
ABL1,MSH6,A549,0
MTOR,SETD2,A549,0
ATM,CDK6,A549,0
RPIA,TPI1,A549,0
APC,CDK4,A549,0
CDKN1B,PRKDC,A549,0
ARID2,KMT2D,A549,0
RPIA,TKT,A549,0
ALK,SMARCB1,A549,0
AKT1,SMARCA4,A549,0
ENO2,PFKL,A549,0
BCL2L2,PARP1,A549,0
PIK3R1,PTEN,A549,0
G6PD,TPI1,A549,0
BID,BMF,A549,0
BCL2,KIT,A549,0
PGAM2,PGK2,A549,0
GZMB,GZMH,A549,0
BRCA2,CHEK2,A549,0
AKT2,UBC,A549,0
HDAC6,KDM6A,A549,0
ALDOB,ENO3,A549,0
ARID1A,CDK9,A549,0
PDHB,PGK2,A549,0
HDAC1,MAP2K1,A549,0
ENO3,MDH1,A549,0
ENO2,PDHB,A549,0
KCNB2,KCNV2,A549,0
BCL2A1,BCL2L2,A549,0
DHFR,FGFR2,A549,0
ALDOC,RPIA,A549,0
CDK9,CDKN1B,A549,0
FBP2,GAPDH,A549,0
KMT2D,RB1,A549,0
BBC3,BIK,A549,0
ATM,MTOR,A549,0
CDKN2A,FGFR2,A549,0
ABL1,AKT1,A549,0
BTK,RUNX1,A549,0
MDH1,PKM,A549,0
PGAM2,PGK1,A549,0
HK2,ME2,A549,0
ALDOA,HK3,A549,0
HSP90AA1,TSC1,A549,0
SMARCA4,SMARCB1,A549,0
FBP2,ME2,A549,0
PRKDC,ROR1,A549,0
AKT1,UBB,A549,0
ENO2,MDH2,A549,0
ALK,FNTA,A549,0
PGD,PGLS,A549,0
LDHB,PDHA1,A549,0
BAX,BCL2L12,A549,0
FGFR3,PIK3R1,A549,0
KMT2D,VHL,A549,0
KIT,ROR1,A549,0
CDH1,NF1,A549,0
CDK12,CDK9,A549,0
ME1,PFKM,A549,0
ALK,GATA3,A549,0
IGF1R,MSH6,A549,0
DLD,LDHAL6B,A549,0
CDK4,JAK2,A549,0
LDHA,PDHB,A549,0
CDKN2A,MTOR,A549,0
RUNX1,TYMS,A549,0
ERBB2,FNTA,A549,1
ARID1A,IGF1R,A549,0
EGFR,PARP1,A549,0
ATM,TYMS,A549,0
CDKN1B,CDKN2A,A549,0
BBC3,BNIP3,A549,0
PGAM2,RPE,A549,0
ENO1,LDHC,A549,0
APC,ARID2,A549,1
ADA,KMT2D,A549,0
ENO1,TALDO1,A549,0
CASP8,MLH1,A549,0
LDHC,TKT,A549,0
NONO,SFPQ,A549,0
DAPK1,STK17B,A549,0
BRCA2,SRC,A549,0
FGFR2,GATA3,A549,0
MAP3K1,ROR1,A549,0
CDK6,MSH6,A549,0
DLAT,GOT1,A549,0
ENO1,LDHAL6B,A549,0
TP53,TSC1,A549,0
BCL2L1,MCL1,A549,0
EGFR,KIT,A549,0
CHEK1,HSP90AA1,A549,0
CHEK2,PARP2,A549,0
DLD,RPE,A549,0
CDKN2A,VHL,A549,0
PGAM2,PGLS,A549,0
CDK4,SETD2,A549,0
HK3,PGLS,A549,0
PDGFRA,SRC,A549,0
ABL1,ARID2,A549,0
CDKN2A,PIK3R1,A549,0
CDK4,PTEN,A549,0
ENO3,HK2,A549,0
ATM,PIK3R1,A549,0
ADA,PBRM1,A549,0
LDHB,PGAM1,A549,0
BRD4,JAK2,A549,0
CKS1B,CKS2,A549,0
BCL2A1,MAPK3,A549,0
PDHB,PGAM2,A549,0
CDK4,CDK6,A549,0
FBP2,PGK1,A549,0
BRAF,DHFR,A549,0
CASP8,CDKN2A,A549,0
BCL2L11,PMAIP1,A549,0
CUL3,CUL4A,A549,0
P4HB,PDIA3,A549,0
BTK,CHEK2,A549,0
PFKL,PFKP,A549,0
BRAF,FGFR2,A549,0
PELI1,PELI2,A549,0
PDHA2,TPI1,A549,0
ADA,MET,A549,0
BTK,MET,A549,0
ADA,BRD4,A549,0
JAK2,WEE1,A549,0
MAP2K3,MAP2K7,A549,0
BCL2L1,BRCA1,A549,0
BID,BIK,A549,0
G6PD,LDHB,A549,0
CDK6,PBRM1,A549,1
CDK9,EGFR,A549,0
GAPDHS,TPI1,A549,0
PIK3R1,SMAD4,A549,0
CASP8,HDAC6,A549,0
FGFR3,PIK3CA,A549,0
ALDOB,TPI1,A549,0
MAP3K1,PDGFRA,A549,0
BRD4,CDKN2A,A549,0
ALDOB,GAPDHS,A549,0
MSH6,TSC1,A549,0
LDHA,PGK2,A549,0
LCK,SRC,A549,0
CUL1,CUL4A,A549,0
BRAF,KMT2D,A549,0
HK1,PGAM2,A549,0
KDM6A,PIK3R1,A549,0
CASP8,PDGFRA,A549,0
ALDOA,LDHA,A549,0
RRM2,SMARCA4,A549,0
SMAD4,TSC1,A549,0
KDM6A,PBRM1,A549,0
BRCA2,MET,A549,0
CDKN2A,RRM2,A549,0
CHEK1,KDM6A,A549,0
PBRM1,ROR1,A549,0
ALDOB,RPIA,A549,0
ERBB2,KMT2D,A549,1
PRMT3,PRMT8,A549,0
BRD4,SMO,A549,0
DHFR,RRM2,A549,0
ENO2,PDHA1,A549,0
KDM6A,KIT,A549,0
GOT1,LDHB,A549,0
CDK6,TYMS,A549,0
MTOR,TSC1,A549,0
FLT3,VEGFA,A549,0
PAK3,PAK4,A549,0
CASP8,RPS6KB1,A549,0
ABL1,PTEN,A549,0
PPIL1,PPIL2,A549,0
RB1,RPS6KB1,A549,0
BRCA1,PARP2,A549,0
AKT1,CASP8,A549,0
SMAD4,SMARCB1,A549,0
BCL2L1,BRCA2,A549,0
MAP2K1,TYMS,A549,0
LDHAL6B,PGD,A549,0
MAP2K1,NF1,A549,0
DLAT,PGAM2,A549,0
HK3,PDHA1,A549,0
PDGFRA,ROR1,A549,0
JAK2,NF1,A549,0
LCK,YES1,A549,0
ENO2,HK3,A549,0
H6PD,LDHAL6B,A549,0
PPIB,PPWD1,A549,0
EGFR,PDGFRA,A549,0
PDGFRA,PIK3CA,A549,0
FGFR2,JAK2,A549,0
GOT2,PFKL,A549,0
CASP8,PARP1,A549,0
PRKDC,SRC,A549,0
ARID1A,FGFR2,A549,0
FGFR2,VHL,A549,0
LDHAL6B,PFKM,A549,0
BCL2L14,HRK,A549,0
FBP1,TKT,A549,0
MSH6,PARP1,A549,0
BCL2,SMAD4,A549,0
ALK,CHEK1,A549,0
APC,CDKN2A,A549,1
RPS6KB1,RUNX1,A549,0
PDHB,PKM,A549,0
HK1,PGK1,A549,0
ENO1,PGK2,A549,0
HSP90AA1,SETD2,A549,0
BRD4,DHFR,A549,0
ALDOA,LDHAL6B,A549,0
LDHB,TALDO1,A549,0
BAD,BAX,A549,0
HDAC6,SMAD4,A549,0
ARID1A,CDK4,A549,0
SMAD4,SRC,A549,0
BAD,BMF,A549,0
HDAC1,RUNX1,A549,0
ERBB2,TP53,A549,0
BRCA2,PRKDC,A549,0
CDK1,CDK2,A549,0
CDK9,PDGFRA,A549,0
MDH1,TALDO1,A549,0
CASP1,CASP5,A549,0
CDK6,RUNX1,A549,0
KCNH2,KCNH5,A549,0
PGK2,TALDO1,A549,0
PDHA1,PFKM,A549,0
CDKN1B,MAP2K1,A549,0
BCL2L2,UBB,A549,0
BCL2,IGF1R,A549,0
BAK1,BNIP3L,A549,0
BCL2,MAPK3,A549,0
ENO2,GAPDH,A549,0
ALK,CASP8,A549,0
CASP8,RRM2,A549,0
PDHA2,PFKM,A549,0
GOT1,MDH1,A549,0
SMARCB1,VHL,A549,0
BRAF,TSC1,A549,0
CHEK1,CHEK2,A549,0
HNRNPC,RALY,A549,0
BCL2L1,BCL2L10,A549,0
ALK,EGFR,A549,0
LDHAL6A,UEVLD,A549,0
PTEN,RB1,A549,0
EGFR,SMARCB1,A549,0
FNTA,MAP2K1,A549,0
PDHA1,PDHA2,A549,0
BRAF,PTEN,A549,0
PFKM,PFKP,A549,0
BTK,DHFR,A549,0
CDK4,MAP3K1,A549,0
HDAC6,MET,A549,0
ALDOC,GAPDH,A549,0
MAP3K1,RB1,A549,0
IGF1R,KDM6A,A549,0
BRD4,MLH1,A549,0
KCNA7,KCNC3,A549,0
KMT2D,WEE1,A549,0
ADA,CDK4,A549,0
LDHAL6B,ME1,A549,0
CHEK1,RRM2,A549,0
CHEK2,MLH1,A549,0
NF1,RRM2,A549,0
APC,TYMS,A549,0
PLXNA2,PLXNB1,A549,0
LDHA,UEVLD,A549,0
ENO3,PGAM2,A549,0
KIT,SMARCA4,A549,0
FNTA,WEE1,A549,0
GAPDHS,PGK1,A549,0
RB1,SMARCB1,A549,0
GOT2,HK2,A549,0
ME1,ME2,A549,0
ENO1,GAPDH,A549,0
MSH6,RUNX1,A549,0
MAP2K1,MAP2K3,A549,0
LDHC,RPE,A549,0
CHEK2,PTEN,A549,0
HK3,MDH2,A549,0
SMAD4,WEE1,A549,0
PRKCA,PRKCQ,A549,0
BTK,CDK4,A549,0
MET,SMO,A549,0
FLT3,SRC,A549,0
ALK,TYMS,A549,0
CDK9,CHEK1,A549,0
ENO1,PDHA1,A549,0
IGF1R,PARP1,A549,0
PIK3CA,TP53,A549,0
ME1,RPIA,A549,0
AKT1,ALK,A549,0
MDH1,PFKL,A549,0
FNTA,TP53,A549,0
PDHX,PGK1,A549,0
AKT2,WEE1,A549,0
CDH1,RPS6KB1,A549,0
CDKN1B,SMARCB1,A549,0
ATM,HDAC6,A549,0
GAPDHS,MDH2,A549,0
JAK2,VEGFA,A549,0
AKT1,PRKDC,A549,0
HK1,HK2,A549,0
AKT2,MTOR,A549,0
HDAC1,SMARCA4,A549,0
ATP2B1,ATP2B3,A549,0
PKM,TPI1,A549,0
CORO1B,CORO1C,A549,0
AKT1,VHL,A549,0
KCNF1,KCNG3,A549,0
ALK,SMAD4,A549,0
BRD4,KMT2D,A549,0
GOT2,PDHA1,A549,0
HK1,PDHX,A549,0
HK2,PGK1,A549,0
PDHX,PKM,A549,0
ABL1,CDKN1B,A549,0
ABL1,WEE1,A549,0
KMT2D,PRKDC,A549,0
BCL2A1,MCL1,A549,0
BCL2,MAP3K1,A549,0
ARID1A,PRKDC,A549,0
G6PD,ME1,A549,0
PFKL,PGAM1,A549,0
ALDOB,TKT,A549,0
ADA,ROR1,A549,0
GOT2,PFKP,A549,0
NUDT11,NUDT4,A549,0
ABL1,ALK,A549,0
G6PD,LDHA,A549,0
FKBP1A,FKBP3,A549,0
MTOR,PDGFRA,A549,0
HK3,PGD,A549,0
ALK,RB1,A549,0
AKT2,BCL2L2,A549,0
PGK2,RPE,A549,0
BAD,PMAIP1,A549,0
GATA3,SETD2,A549,0
ALDOB,HK1,A549,0
FBP2,ME1,A549,0
CDKN1B,NF1,A549,0
PRKDC,TYMS,A549,1
HSP90AA1,WEE1,A549,0
FGFR3,VHL,A549,0
MAP3K1,MSH6,A549,0
ALK,NF1,A549,0
ALDOB,PFKM,A549,0
BCL2L2,MCL1,A549,0
MLH1,VHL,A549,0
CASP8,KDM6A,A549,0
MSH6,PRKDC,A549,0
MAP2K1,TSC1,A549,0
